City1,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num
BRISBANE,HOBART,39022,11356,86,83.5,1791,20338596,24361182,13602,2006,11
BRISBANE,MACKAY,39022,51582,489,78,797,41110854,52688076,66108,2006,11
BRISBANE,MELBOURNE,39022,227743,1678,86,1381,314513083,365648751,264771,2006,11
BRISBANE,NEWCASTLE,39022,39058,386,74.6,614,23981612,32159478,52377,2006,11
BRISBANE,PERTH,39022,48034,279,85.5,3615,173642910,203170230,56202,2006,11
BRISBANE,PROSERPINE,39022,17637,120,85.1,895,15785115,18553350,20730,2006,11
BRISBANE,ROCKHAMPTON,39022,47106,685,74.9,518,24400908,32583236,62902,2006,11
BRISBANE,SYDNEY,39022,336863,2485,76.8,753,253657839,330158121,438457,2006,11
BRISBANE,TOWNSVILLE,39022,70833,545,88.3,1112,78766296,89193520,80210,2006,11
BROOME,PERTH,39022,20641,189,81.5,1677,34614957,42451578,25314,2006,11
CAIRNS,MELBOURNE,39022,34573,239,86.3,2311,79898203,92567105,40055,2006,11
CAIRNS,SYDNEY,39022,79148,508,84.6,1971,156000708,184452093,93583,2006,11
CAIRNS,TOWNSVILLE,39022,11330,463,73,284,3217720,4405692,15513,2006,11
CANBERRA,MELBOURNE,39022,87641,973,75.8,470,41191270,54324950,115585,2006,11
CANBERRA,SYDNEY,39022,79131,1444,71.7,236,18674916,26061244,110429,2006,11
COFFS HARBOUR,SYDNEY,39022,26192,404,83.2,443,11603056,13942096,31472,2006,11
DARWIN,MELBOURNE,39022,7314,86,82.8,3131,22900134,27656123,8833,2006,11
DARWIN,SYDNEY,39022,0,0,0,3155,0,0,0,2006,11
DEVONPORT,MELBOURNE,39022,0,0,0,412,0,0,0,2006,11
DUBBO,SYDNEY,39022,16216,647,74.5,310,5026960,6749940,21774,2006,11
GOLD COAST,SYDNEY,39022,169615,1253,79.3,680,115338200,145435000,213875,2006,11
HERVEY BAY,SYDNEY,39022,11771,94,79.1,973,11453183,14472402,14874,2006,11
HOBART,MELBOURNE,39022,86443,649,82.9,618,53421774,64449984,104288,2006,11
HOBART,SYDNEY,39022,38252,274,85.5,1039,39743828,46509796,44764,2006,11
KALGOORLIE,PERTH,39022,18424,232,70.9,538,9912112,13975626,25977,2006,11
KARRATHA,PERTH,39022,0,0,0,1250,0,0,0,2006,11
LAUNCESTON,MELBOURNE,39022,64913,622,81.3,476,30898588,37994320,79820,2006,11
LAUNCESTON,SYDNEY,39022,17206,128,76.7,914,15726284,20511988,22442,2006,11
MELBOURNE,BURNIE,39022,0,0,0,378,0,0,0,2006,11
MELBOURNE,GOLD COAST,39022,107441,693,88.6,1330,142896530,161321020,121294,2006,11
MELBOURNE,MILDURA,39022,12872,494,71.7,457,5882504,8205892,17956,2006,11
MELBOURNE,NEWCASTLE,39022,29642,330,82,836,24780712,30229760,36160,2006,11
MELBOURNE,PERTH,39022,133254,790,81.1,2706,360585324,444501090,164265,2006,11
MELBOURNE,SYDNEY,39022,590924,3746,85,706,417192344,490710242,695057,2006,11
PERTH,PORT HEDLAND,39022,12947,179,63.6,1312,16986464,26690016,20343,2006,11
PERTH,SYDNEY,39022,114804,515,86.9,3284,377016336,433671904,132056,2006,11
SUNSHINE COAST,MELBOURNE,39022,35703,240,88.5,1454,51912162,58654360,40340,2006,11
SUNSHINE COAST,SYDNEY,39022,38414,256,87.2,837,32152518,36881568,44064,2006,11
SYDNEY,TOWNSVILLE,39022,11359,102,68.6,1690,19196710,27993160,16564,2006,11
SYDNEY,WAGGA WAGGA,39022,14546,557,66.8,367,5338382,7987388,21764,2006,11
ADELAIDE,ALICE SPRINGS,39052,0,0,0,1316,0,0,0,2006,12
ADELAIDE,BRISBANE,39052,55300,426,80.8,1622,89696600,111055096,68468,2006,12
ADELAIDE,CANBERRA,39052,15691,139,75.4,972,15251652,20223432,20806,2006,12
ADELAIDE,GOLD COAST,39052,10459,86,78.1,1607,16807613,21511302,13386,2006,12
ADELAIDE,MELBOURNE,39052,153690,1321,74.8,643,98822670,132136500,205500,2006,12
ADELAIDE,PERTH,39052,49736,370,81,2120,105440320,130204040,61417,2006,12
ADELAIDE,PORT LINCOLN,39052,0,0,0,246,0,0,0,2006,12
ADELAIDE,SYDNEY,39052,130554,1092,78.7,1167,152356518,193528278,165834,2006,12
ALBURY,SYDNEY,39052,12294,430,70.3,452,5556888,7906836,17493,2006,12
ALICE SPRINGS,SYDNEY,39052,0,0,0,2022,0,0,0,2006,12
BALLINA,SYDNEY,39052,26708,375,82,612,16345296,19932228,32569,2006,12
BRISBANE,CAIRNS,39052,98913,767,77.4,1391,137587983,177839350,127850,2006,12
BRISBANE,CANBERRA,39052,48866,461,77.1,956,46715896,60586500,63375,2006,12
BRISBANE,DARWIN,39052,26132,176,74.5,2852,74528464,100025344,35072,2006,12
BRISBANE,HAMILTON ISLAND,39052,13708,124,65.4,888,12172704,18605376,20952,2006,12
BRISBANE,HOBART,39052,11905,88,86.2,1791,21321855,24748038,13818,2006,12
BRISBANE,MACKAY,39052,52016,489,77.4,797,41456752,53585498,67234,2006,12
BRISBANE,MELBOURNE,39052,231789,1752,83.4,1381,320100609,383724660,277860,2006,12
BRISBANE,NEWCASTLE,39052,38447,380,73.7,614,23606458,32020100,52150,2006,12
BRISBANE,PERTH,39052,49106,278,87.2,3615,177518190,203491965,56291,2006,12
BRISBANE,PROSERPINE,39052,17410,124,80.9,895,15581950,19253240,21512,2006,12
BRISBANE,ROCKHAMPTON,39052,45201,617,76,518,23414118,30819964,59498,2006,12
BRISBANE,SYDNEY,39052,342970,2497,77.9,753,258256410,331365180,440060,2006,12
BRISBANE,TOWNSVILLE,39052,72110,564,86.1,1112,80186320,93104424,83727,2006,12
BROOME,PERTH,39052,18609,189,73.2,1677,31207293,42642756,25428,2006,12
CAIRNS,MELBOURNE,39052,34719,254,80.1,2311,80235609,100128697,43327,2006,12
CAIRNS,SYDNEY,39052,74776,503,81.8,1971,147383496,180139545,91395,2006,12
CAIRNS,TOWNSVILLE,39052,10079,384,72.8,284,2862436,3929708,13837,2006,12
CANBERRA,MELBOURNE,39052,75032,853,75.1,470,35265040,46960990,99917,2006,12
CANBERRA,SYDNEY,39052,59763,1083,69.1,236,14104068,20412584,86494,2006,12
COFFS HARBOUR,SYDNEY,39052,25534,415,78.3,443,11311562,14454204,32628,2006,12
DARWIN,MELBOURNE,39052,7809,83,81.3,3131,24449979,30088910,9610,2006,12
DARWIN,SYDNEY,39052,0,0,0,3155,0,0,0,2006,12
DEVONPORT,MELBOURNE,39052,0,0,0,412,0,0,0,2006,12
DUBBO,SYDNEY,39052,14144,575,74.6,310,4384640,5879460,18966,2006,12
GOLD COAST,SYDNEY,39052,176060,1328,77.8,680,119720800,153979880,226441,2006,12
HERVEY BAY,SYDNEY,39052,12755,98,81.1,973,12410615,15307236,15732,2006,12
HOBART,MELBOURNE,39052,94648,691,83,618,58492464,70473012,114034,2006,12
HOBART,SYDNEY,39052,39671,288,83.2,1039,41218169,49554066,47694,2006,12
KALGOORLIE,PERTH,39052,15850,208,67.2,538,8527300,12695724,23598,2006,12
KARRATHA,PERTH,39052,0,0,0,1250,0,0,0,2006,12
LAUNCESTON,MELBOURNE,39052,68056,672,80.2,476,32394656,40415256,84906,2006,12
LAUNCESTON,SYDNEY,39052,19930,153,74.3,914,18216020,24502512,26808,2006,12
MELBOURNE,BURNIE,39052,0,0,0,378,0,0,0,2006,12
MELBOURNE,GOLD COAST,39052,107938,736,84.5,1330,143557540,169839670,127699,2006,12
MELBOURNE,MILDURA,39052,13078,477,75.3,457,5976646,7937176,17368,2006,12
MELBOURNE,NEWCASTLE,39052,27372,316,76,836,22882992,30097672,36002,2006,12
MELBOURNE,PERTH,39052,141262,815,82.8,2706,382254972,461919612,170702,2006,12
MELBOURNE,SYDNEY,39052,567221,3704,84.5,706,400458026,474014048,671408,2006,12
PERTH,PORT HEDLAND,39052,12006,164,64.6,1312,15751872,24392704,18592,2006,12
PERTH,SYDNEY,39052,116662,534,84.7,3284,383118008,452200232,137698,2006,12
SUNSHINE COAST,MELBOURNE,39052,33525,248,80,1454,48745350,60928416,41904,2006,12
SUNSHINE COAST,SYDNEY,39052,37937,288,76.6,837,31753269,41434848,49504,2006,12
SYDNEY,TOWNSVILLE,39052,12919,106,75.7,1690,21833110,28858440,17076,2006,12
SYDNEY,WAGGA WAGGA,39052,13444,520,66.4,367,4933948,7434319,20257,2006,12
ADELAIDE,ALICE SPRINGS,39083,0,0,0,1316,0,0,0,2007,1
ADELAIDE,BRISBANE,39083,56387,430,81,1622,91459714,112873358,69589,2007,1
ADELAIDE,CANBERRA,39083,13547,132,73,972,13167684,18025740,18545,2007,1
ADELAIDE,GOLD COAST,39083,12094,88,87.1,1607,19435058,22321230,13890,2007,1
ADELAIDE,MELBOURNE,39083,147001,1310,72.4,643,94521643,130472416,202912,2007,1
ADELAIDE,PERTH,39083,50117,370,81.5,2120,106248040,130428760,61523,2007,1
ADELAIDE,PORT LINCOLN,39083,0,0,0,246,0,0,0,2007,1
ADELAIDE,SYDNEY,39083,123887,1072,76.5,1167,144576129,188943135,161905,2007,1
ALBURY,SYDNEY,39083,10345,360,72.2,452,4675940,6478064,14332,2007,1
ALICE SPRINGS,SYDNEY,39083,0,0,0,2022,0,0,0,2007,1
BALLINA,SYDNEY,39083,28269,370,87.4,612,17300628,19793916,32343,2007,1
BRISBANE,CAIRNS,39083,92155,739,74.6,1391,128187605,171746770,123470,2007,1
BRISBANE,CANBERRA,39083,45422,432,76.9,956,43423432,56467096,59066,2007,1
BRISBANE,DARWIN,39083,26059,178,75.6,2852,74320268,98302736,34468,2007,1
BRISBANE,HAMILTON ISLAND,39083,14881,124,70.6,888,13214328,18729696,21092,2007,1
BRISBANE,HOBART,39083,12591,88,92.6,1791,22550481,24361182,13602,2007,1
BRISBANE,MACKAY,39083,49929,496,73.1,797,39793413,54463792,68336,2007,1
BRISBANE,MELBOURNE,39083,245638,1716,89.2,1381,339226078,380370211,275431,2007,1
BRISBANE,NEWCASTLE,39083,39662,398,73.8,614,24352468,32996360,53740,2007,1
BRISBANE,PERTH,39083,50476,277,89.5,3615,182470740,203961915,56421,2007,1
BRISBANE,PROSERPINE,39083,17742,124,82.5,895,15879090,19253240,21512,2007,1
BRISBANE,ROCKHAMPTON,39083,40069,577,72.2,518,20755742,28758324,55518,2007,1
BRISBANE,SYDNEY,39083,322824,2523,77.5,753,243086472,313580073,416441,2007,1
BRISBANE,TOWNSVILLE,39083,62749,547,78.3,1112,69776888,89078984,80107,2007,1
BROOME,PERTH,39083,18336,194,71.1,1677,30749472,43258215,25795,2007,1
CAIRNS,MELBOURNE,39083,36823,266,80.3,2311,85097953,105959350,45850,2007,1
CAIRNS,SYDNEY,39083,77472,508,84.5,1971,152697312,180774207,91717,2007,1
CAIRNS,TOWNSVILLE,39083,8893,381,66.4,284,2525612,3801624,13386,2007,1
CANBERRA,MELBOURNE,39083,64826,807,75.8,470,30468220,40184060,85498,2007,1
CANBERRA,SYDNEY,39083,46147,911,64,236,10890692,17016072,72102,2007,1
COFFS HARBOUR,SYDNEY,39083,25354,415,76.6,443,11231822,14657984,33088,2007,1
DARWIN,MELBOURNE,39083,7880,86,83.5,3131,24672280,29547247,9437,2007,1
DARWIN,SYDNEY,39083,0,0,0,3155,0,0,0,2007,1
DEVONPORT,MELBOURNE,39083,0,0,0,412,0,0,0,2007,1
DUBBO,SYDNEY,39083,12181,547,68.3,310,3776110,5524820,17822,2007,1
GOLD COAST,SYDNEY,39083,199288,1339,86.8,680,135515840,156040280,229471,2007,1
HERVEY BAY,SYDNEY,39083,14286,98,90.8,973,13900278,15307236,15732,2007,1
HOBART,MELBOURNE,39083,95959,670,87.2,618,59302662,68007810,110045,2007,1
HOBART,SYDNEY,39083,40351,286,85.3,1039,41924689,49138466,47294,2007,1
KALGOORLIE,PERTH,39083,14107,232,56.2,538,7589566,13513484,25118,2007,1
KARRATHA,PERTH,39083,0,0,0,1250,0,0,0,2007,1
LAUNCESTON,MELBOURNE,39083,70483,673,83.6,476,33549908,40109664,84264,2007,1
LAUNCESTON,SYDNEY,39083,21142,154,79.1,914,19323788,24442188,26742,2007,1
MELBOURNE,BURNIE,39083,0,0,0,378,0,0,0,2007,1
MELBOURNE,GOLD COAST,39083,116482,750,89.1,1330,154921060,173890850,130745,2007,1
MELBOURNE,MILDURA,39083,11534,424,73.1,457,5271038,7215116,15788,2007,1
MELBOURNE,NEWCASTLE,39083,29510,337,79.7,836,24670360,30947048,37018,2007,1
MELBOURNE,PERTH,39083,143546,800,82.1,2706,388435476,472889736,174756,2007,1
MELBOURNE,SYDNEY,39083,540021,3469,82.1,706,381254826,464139932,657422,2007,1
PERTH,PORT HEDLAND,39083,12069,168,62.7,1312,15834528,25245504,19242,2007,1
PERTH,SYDNEY,39083,118616,536,86.1,3284,389534944,452584460,137815,2007,1
SUNSHINE COAST,MELBOURNE,39083,35056,247,85.2,1454,50971424,59853910,41165,2007,1
SUNSHINE COAST,SYDNEY,39083,40515,288,83.1,837,33911055,40787010,48730,2007,1
SYDNEY,TOWNSVILLE,39083,12270,106,72.2,1690,20736300,28736760,17004,2007,1
SYDNEY,WAGGA WAGGA,39083,10458,388,66.3,367,3838086,5786856,15768,2007,1
ADELAIDE,ALICE SPRINGS,39114,0,0,0,1316,0,0,0,2007,2
ADELAIDE,BRISBANE,39114,46621,382,75.7,1622,75619262,99851942,61561,2007,2
ADELAIDE,CANBERRA,39114,15309,148,68.6,972,14880348,21692124,22317,2007,2
ADELAIDE,GOLD COAST,39114,10669,80,82,1607,17145083,20910284,13012,2007,2
ADELAIDE,MELBOURNE,39114,141689,1164,77.4,643,91106027,117762235,183145,2007,2
ADELAIDE,PERTH,39114,41847,332,76.2,2120,88715640,116436760,54923,2007,2
ADELAIDE,PORT LINCOLN,39114,0,0,0,246,0,0,0,2007,2
ADELAIDE,SYDNEY,39114,115788,952,79.4,1167,135124596,170286306,145918,2007,2
ALBURY,SYDNEY,39114,11618,430,66.4,452,5251336,7905932,17491,2007,2
ALICE SPRINGS,SYDNEY,39114,0,0,0,2022,0,0,0,2007,2
BALLINA,SYDNEY,39114,20929,305,80.9,612,12808548,15827544,25862,2007,2
BRISBANE,CAIRNS,39114,83748,665,75.5,1391,116493468,154357879,110969,2007,2
BRISBANE,CANBERRA,39114,40934,434,68.2,956,39132904,57389636,60031,2007,2
BRISBANE,DARWIN,39114,18775,160,62.1,2852,53546300,86164624,30212,2007,2
BRISBANE,HAMILTON ISLAND,39114,10360,104,59.8,888,9199680,15385488,17326,2007,2
BRISBANE,HOBART,39114,10696,80,85.4,1791,19156536,22437648,12528,2007,2
BRISBANE,MACKAY,39114,43482,452,69.7,797,34655154,49743161,62413,2007,2
BRISBANE,MELBOURNE,39114,186186,1544,78.5,1381,257122866,327632583,237243,2007,2
BRISBANE,NEWCASTLE,39114,33364,347,70.9,614,20485496,28909576,47084,2007,2
BRISBANE,PERTH,39114,40701,248,83.8,3615,147134115,175656465,48591,2007,2
BRISBANE,PROSERPINE,39114,11946,101,68.4,895,10691670,15621330,17454,2007,2
BRISBANE,ROCKHAMPTON,39114,38743,616,68.9,518,20068874,29127140,56230,2007,2
BRISBANE,SYDNEY,39114,292911,2253,76.2,753,220561983,289269468,384156,2007,2
BRISBANE,TOWNSVILLE,39114,56021,493,76.5,1112,62295352,81479576,73273,2007,2
BROOME,PERTH,39114,14234,144,69.8,1677,23870418,34212477,20401,2007,2
CAIRNS,MELBOURNE,39114,27325,239,67.2,2311,63148075,93962949,40659,2007,2
CAIRNS,SYDNEY,39114,64030,472,75.4,1971,126203130,167294538,84878,2007,2
CAIRNS,TOWNSVILLE,39114,11984,469,76,284,3403456,4477828,15767,2007,2
CANBERRA,MELBOURNE,39114,74973,903,70,470,35237310,50330420,107086,2007,2
CANBERRA,SYDNEY,39114,66898,1312,68.4,236,15787928,23090004,97839,2007,2
COFFS HARBOUR,SYDNEY,39114,22266,375,75.9,443,9863838,12998063,29341,2007,2
DARWIN,MELBOURNE,39114,6581,80,77,3131,20605111,26751264,8544,2007,2
DARWIN,SYDNEY,39114,0,0,0,3155,0,0,0,2007,2
DEVONPORT,MELBOURNE,39114,0,0,0,412,0,0,0,2007,2
DUBBO,SYDNEY,39114,13562,598,67.9,310,4204220,6193800,19980,2007,2
GOLD COAST,SYDNEY,39114,165166,1176,82.8,680,112312880,135689920,199544,2007,2
HERVEY BAY,SYDNEY,39114,10699,87,78.1,973,10410127,13325235,13695,2007,2
HOBART,MELBOURNE,39114,83627,601,85.3,618,51681486,60614676,98082,2007,2
HOBART,SYDNEY,39114,37307,256,86.7,1039,38761973,44729989,43051,2007,2
KALGOORLIE,PERTH,39114,16064,213,67.4,538,8642432,12830224,23848,2007,2
KARRATHA,PERTH,39114,0,0,0,1250,0,0,0,2007,2
LAUNCESTON,MELBOURNE,39114,61841,580,83.1,476,29436316,35442484,74459,2007,2
LAUNCESTON,SYDNEY,39114,17410,120,82.6,914,15912740,19274432,21088,2007,2
MELBOURNE,BURNIE,39114,0,0,0,378,0,0,0,2007,2
MELBOURNE,GOLD COAST,39114,97446,657,85.1,1330,129603180,152362140,114558,2007,2
MELBOURNE,MILDURA,39114,11287,458,67.3,457,5158159,7665718,16774,2007,2
MELBOURNE,NEWCASTLE,39114,25995,309,78.4,836,21731820,27719252,33157,2007,2
MELBOURNE,PERTH,39114,110229,745,78.4,2706,298279674,380598900,140650,2007,2
MELBOURNE,SYDNEY,39114,528649,3398,85.2,706,373226194,437938154,620309,2007,2
PERTH,PORT HEDLAND,39114,0,0,0,1312,0,0,0,2007,2
PERTH,SYDNEY,39114,102410,472,83.7,3284,336314440,401735004,122331,2007,2
SUNSHINE COAST,MELBOURNE,39114,28932,223,77.9,1454,42067128,53998652,37138,2007,2
SUNSHINE COAST,SYDNEY,39114,33143,238,80.5,837,27740691,34442550,41150,2007,2
SYDNEY,TOWNSVILLE,39114,9498,95,62,1690,16051620,25902630,15327,2007,2
SYDNEY,WAGGA WAGGA,39114,12897,515,65.5,367,4733199,7222927,19681,2007,2
ADELAIDE,ALICE SPRINGS,39142,0,0,0,1316,0,0,0,2007,3
ADELAIDE,BRISBANE,39142,54628,422,80,1622,88606616,110790710,68305,2007,3
ADELAIDE,CANBERRA,39142,18522,163,76,972,18003384,23700276,24383,2007,3
ADELAIDE,GOLD COAST,39142,12584,95,83.4,1607,20222488,24249630,15090,2007,3
ADELAIDE,MELBOURNE,39142,164685,1322,79.2,643,105892455,133698990,207930,2007,3
ADELAIDE,PERTH,39142,49469,369,81.2,2120,104874280,129097400,60895,2007,3
ADELAIDE,PORT LINCOLN,39142,0,0,0,246,0,0,0,2007,3
ADELAIDE,SYDNEY,39142,137963,1075,81.6,1167,161002821,197224167,169001,2007,3
ALBURY,SYDNEY,39142,14337,484,72.2,452,6480324,8979884,19867,2007,3
ALICE SPRINGS,SYDNEY,39142,0,0,0,2022,0,0,0,2007,3
BALLINA,SYDNEY,39142,22710,336,79.2,612,13898520,17539920,28660,2007,3
BRISBANE,CAIRNS,39142,88259,733,72.5,1391,122768269,169281918,121698,2007,3
BRISBANE,CANBERRA,39142,50131,484,74.3,956,47925236,64462124,67429,2007,3
BRISBANE,DARWIN,39142,22945,177,66.6,2852,65439140,98288476,34463,2007,3
BRISBANE,HAMILTON ISLAND,39142,12320,124,59.4,888,10940160,18418896,20742,2007,3
BRISBANE,HOBART,39142,12286,90,88,1791,22004226,24995196,13956,2007,3
BRISBANE,MACKAY,39142,49551,497,71.5,797,39492147,55204205,69265,2007,3
BRISBANE,MELBOURNE,39142,214551,1696,81.7,1381,296294931,362636790,262590,2007,3
BRISBANE,NEWCASTLE,39142,39108,394,73.8,614,24012312,32554280,53020,2007,3
BRISBANE,PERTH,39142,49360,276,86.6,3615,178436400,205989930,56982,2007,3
BRISBANE,PROSERPINE,39142,15917,125,73.6,895,14245715,19349005,21619,2007,3
BRISBANE,ROCKHAMPTON,39142,45442,708,69.9,518,23538956,33667410,64995,2007,3
BRISBANE,SYDNEY,39142,323230,2525,75.3,753,243392190,323076909,429053,2007,3
BRISBANE,TOWNSVILLE,39142,66916,553,81.4,1112,74410592,91447544,82237,2007,3
BROOME,PERTH,39142,19530,216,68.2,1677,32751810,48027603,28639,2007,3
CAIRNS,MELBOURNE,39142,31222,258,69.7,2311,72154042,103454226,44766,2007,3
CAIRNS,SYDNEY,39142,70159,522,75.6,1971,138283389,182942307,92817,2007,3
CAIRNS,TOWNSVILLE,39142,11606,459,70.2,284,3296104,4696508,16537,2007,3
CANBERRA,MELBOURNE,39142,89586,991,76.4,470,42105420,55117840,117272,2007,3
CANBERRA,SYDNEY,39142,79057,1480,71.5,236,18657452,26111040,110640,2007,3
COFFS HARBOUR,SYDNEY,39142,26202,416,79.5,443,11607486,14593306,32942,2007,3
DARWIN,MELBOURNE,39142,7759,94,72.7,3131,24293429,33407770,10670,2007,3
DARWIN,SYDNEY,39142,0,0,0,3155,0,0,0,2007,3
DEVONPORT,MELBOURNE,39142,0,0,0,412,0,0,0,2007,3
DUBBO,SYDNEY,39142,16125,666,71.6,310,4998750,6984920,22532,2007,3
GOLD COAST,SYDNEY,39142,177628,1302,80.2,680,120787040,150560840,221413,2007,3
HERVEY BAY,SYDNEY,39142,12274,96,80.6,973,11942602,14822682,15234,2007,3
HOBART,MELBOURNE,39142,86976,662,81,618,53751168,66394212,107434,2007,3
HOBART,SYDNEY,39142,38451,282,82.1,1039,39950589,48672994,46846,2007,3
KALGOORLIE,PERTH,39142,19095,228,75.5,538,10273110,13610324,25298,2007,3
KARRATHA,PERTH,39142,0,0,0,1250,0,0,0,2007,3
LAUNCESTON,MELBOURNE,39142,65913,636,81.2,476,31374588,38655008,81208,2007,3
LAUNCESTON,SYDNEY,39142,18254,130,79.6,914,16684156,20967160,22940,2007,3
MELBOURNE,BURNIE,39142,0,0,0,378,0,0,0,2007,3
MELBOURNE,GOLD COAST,39142,111191,730,87.7,1330,147884030,168670600,126820,2007,3
MELBOURNE,MILDURA,39142,13258,509,71.1,457,6058906,8527163,18659,2007,3
MELBOURNE,NEWCASTLE,39142,29774,344,80.5,836,24891064,30930328,36998,2007,3
MELBOURNE,PERTH,39142,136059,824,83.1,2706,368175654,443039850,163725,2007,3
MELBOURNE,SYDNEY,39142,591318,3832,84.1,706,417470508,496548156,703326,2007,3
PERTH,PORT HEDLAND,39142,0,0,0,1312,0,0,0,2007,3
PERTH,SYDNEY,39142,118758,518,87.3,3284,390001272,446640420,136005,2007,3
SUNSHINE COAST,MELBOURNE,39142,33311,246,81.5,1454,48434194,59395900,40850,2007,3
SUNSHINE COAST,SYDNEY,39142,37847,263,83.9,837,31677939,37749537,45101,2007,3
SYDNEY,TOWNSVILLE,39142,11747,106,68.5,1690,19852430,28980120,17148,2007,3
SYDNEY,WAGGA WAGGA,39142,15621,576,69.1,367,5732907,8297870,22610,2007,3
ADELAIDE,ALICE SPRINGS,39173,0,0,0,1316,0,0,0,2007,4
ADELAIDE,BRISBANE,39173,55725,412,82.3,1622,90385950,109778582,67681,2007,4
ADELAIDE,CANBERRA,39173,17875,158,75.3,972,17374500,23060700,23725,2007,4
ADELAIDE,GOLD COAST,39173,15958,120,82.2,1607,25644506,31182228,19404,2007,4
ADELAIDE,MELBOURNE,39173,157971,1265,81.2,643,101575353,125139374,194618,2007,4
ADELAIDE,PERTH,39173,47558,344,84.9,2120,100822960,118703040,55992,2007,4
ADELAIDE,PORT LINCOLN,39173,0,0,0,246,0,0,0,2007,4
ADELAIDE,SYDNEY,39173,130229,1019,80.6,1167,151977243,188570862,161586,2007,4
ALBURY,SYDNEY,39173,12535,443,69.7,452,5665820,8126056,17978,2007,4
ALICE SPRINGS,SYDNEY,39173,0,0,0,2022,0,0,0,2007,4
BALLINA,SYDNEY,39173,22260,339,76.8,612,13623120,17749224,29002,2007,4
BRISBANE,CAIRNS,39173,95196,718,78.5,1391,132417636,168646231,121241,2007,4
BRISBANE,CANBERRA,39173,49413,462,75.6,956,47238828,62493720,65370,2007,4
BRISBANE,DARWIN,39173,27380,172,79.8,2852,78087760,97892048,34324,2007,4
BRISBANE,HAMILTON ISLAND,39173,13483,120,69.7,888,11972904,17166816,19332,2007,4
BRISBANE,HOBART,39173,10868,84,82.5,1791,19464588,23598216,13176,2007,4
BRISBANE,MACKAY,39173,52371,484,76.4,797,41739687,54633553,68549,2007,4
BRISBANE,MELBOURNE,39173,214160,1630,82.7,1381,295754960,357485660,258860,2007,4
BRISBANE,NEWCASTLE,39173,39734,361,80.8,614,24396676,30184240,49160,2007,4
BRISBANE,PERTH,39173,49948,266,90.1,3615,180562020,200328840,55416,2007,4
BRISBANE,PROSERPINE,39173,17955,121,83.4,895,16069725,19275615,21537,2007,4
BRISBANE,ROCKHAMPTON,39173,47225,663,73.3,518,24462550,33371632,64424,2007,4
BRISBANE,SYDNEY,39173,336624,2427,79.4,753,253477872,319220043,423931,2007,4
BRISBANE,TOWNSVILLE,39173,71436,549,85,1112,79436832,93472496,84058,2007,4
BROOME,PERTH,39173,22025,249,64.2,1677,36935925,57551286,34318,2007,4
CAIRNS,MELBOURNE,39173,33746,240,75.4,2311,77987006,103454226,44766,2007,4
CAIRNS,SYDNEY,39173,73152,505,80.1,1971,144182592,180113922,91382,2007,4
CAIRNS,TOWNSVILLE,39173,11145,409,72.5,284,3165180,4368488,15382,2007,4
CANBERRA,MELBOURNE,39173,81650,897,76.9,470,38375500,49893320,106156,2007,4
CANBERRA,SYDNEY,39173,62269,1154,70.3,236,14695484,20901812,88567,2007,4
COFFS HARBOUR,SYDNEY,39173,25479,411,77.1,443,11287197,14634062,33034,2007,4
DARWIN,MELBOURNE,39173,9679,100,72.7,3131,30304949,41657955,13305,2007,4
DARWIN,SYDNEY,39173,0,0,0,3155,0,0,0,2007,4
DEVONPORT,MELBOURNE,39173,0,0,0,412,0,0,0,2007,4
DUBBO,SYDNEY,39173,14714,608,72.9,310,4561340,6259210,20191,2007,4
GOLD COAST,SYDNEY,39173,175624,1272,82.7,680,119424320,144370120,212309,2007,4
HERVEY BAY,SYDNEY,39173,13132,96,85.4,973,12777436,14956956,15372,2007,4
HOBART,MELBOURNE,39173,84402,636,83.6,618,52160436,62414910,100995,2007,4
HOBART,SYDNEY,39173,36515,279,78.8,1039,37939085,48127519,46321,2007,4
KALGOORLIE,PERTH,39173,17465,204,73.6,538,9396170,12767816,23732,2007,4
KARRATHA,PERTH,39173,0,0,0,1250,0,0,0,2007,4
LAUNCESTON,MELBOURNE,39173,63960,607,84.2,476,30444960,36174096,75996,2007,4
LAUNCESTON,SYDNEY,39173,17022,120,80,914,15558108,19459060,21290,2007,4
MELBOURNE,BURNIE,39173,0,0,0,378,0,0,0,2007,4
MELBOURNE,GOLD COAST,39173,99229,687,84.6,1330,131974570,156068850,117345,2007,4
MELBOURNE,MILDURA,39173,12895,467,74.3,457,5893015,7927122,17346,2007,4
