City1,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num
DARWIN,SYDNEY,38838,0,0,0,3155,0,0,0,2006,5
DEVONPORT,MELBOURNE,38838,0,0,0,412,0,0,0,2006,5
DUBBO,SYDNEY,38838,15541,727,66.7,310,4817710,7222070,23297,2006,5
GOLD COAST,SYDNEY,38838,136595,1178,67.9,680,92884600,136765000,201125,2006,5
HERVEY BAY,SYDNEY,38838,10606,98,63.2,973,10319638,16317210,16770,2006,5
HOBART,MELBOURNE,38838,76496,660,74,618,47274528,63844344,103308,2006,5
HOBART,SYDNEY,38838,29860,284,65.9,1039,31024540,47046959,45281,2006,5
KALGOORLIE,PERTH,38838,17132,243,63.1,538,9217016,14597554,27133,2006,5
KARRATHA,PERTH,38838,25199,262,72.6,1250,31498750,43395000,34716,2006,5
LAUNCESTON,MELBOURNE,38838,52461,545,67.9,476,24971436,36794800,77300,2006,5
LAUNCESTON,SYDNEY,38838,13669,126,63.1,914,12493466,19789928,21652,2006,5
MELBOURNE,BURNIE,38838,0,0,0,378,0,0,0,2006,5
MELBOURNE,GOLD COAST,38838,85649,704,70.8,1330,113913170,160785030,120891,2006,5
MELBOURNE,MILDURA,38838,12847,503,72,457,5871079,8155622,17846,2006,5
MELBOURNE,NEWCASTLE,38838,25773,337,72.9,836,21546228,29535880,35330,2006,5
MELBOURNE,PERTH,38838,111360,794,72.9,2706,301340160,413290086,152731,2006,5
MELBOURNE,SYDNEY,38838,522299,3520,77.6,706,368743094,475225544,673124,2006,5
PERTH,PORT HEDLAND,38838,11127,137,70.9,1312,14598624,20578720,15685,2006,5
PERTH,SYDNEY,38838,100965,523,77.5,3284,331569060,428016856,130334,2006,5
SUNSHINE COAST,MELBOURNE,38838,26869,220,73.7,1454,39067526,53009932,36458,2006,5
SUNSHINE COAST,SYDNEY,38838,31287,236,75.1,837,26187219,34859376,41648,2006,5
SYDNEY,TOWNSVILLE,38838,12713,115,69.8,1690,21484970,30759690,18201,2006,5
SYDNEY,WAGGA WAGGA,38838,12659,489,65.6,367,4645853,7082366,19298,2006,5
ADELAIDE,ALICE SPRINGS,38869,0,0,0,1316,0,0,0,2006,6
ADELAIDE,BRISBANE,38869,46500,417,68.7,1622,75423000,109768850,67675,2006,6
ADELAIDE,CANBERRA,38869,17030,168,72.2,972,16553160,22928508,23589,2006,6
ADELAIDE,GOLD COAST,38869,13757,131,64.2,1607,22107499,34457294,21442,2006,6
ADELAIDE,MELBOURNE,38869,149206,1320,71,643,95939458,135104588,210116,2006,6
ADELAIDE,PERTH,38869,34730,300,74.2,2120,73627600,99241440,46812,2006,6
ADELAIDE,PORT LINCOLN,38869,11790,560,62.8,246,2900340,4621356,18786,2006,6
ADELAIDE,SYDNEY,38869,106814,1024,67.4,1167,124651938,184845798,158394,2006,6
ALBURY,SYDNEY,38869,11882,440,67.6,452,5370664,7940284,17567,2006,6
ALICE SPRINGS,SYDNEY,38869,0,0,0,2022,0,0,0,2006,6
BALLINA,SYDNEY,38869,19951,329,67.8,612,12210012,18011772,29431,2006,6
BRISBANE,CAIRNS,38869,92035,633,87.7,1391,128020685,146049436,104996,2006,6
BRISBANE,CANBERRA,38869,46407,466,75.2,956,44365092,58981376,61696,2006,6
BRISBANE,DARWIN,38869,28127,172,90.1,2852,80218204,89079368,31234,2006,6
BRISBANE,HAMILTON ISLAND,38869,9629,117,50.3,888,8550552,17000760,19145,2006,6
BRISBANE,HOBART,38869,10699,86,74.9,1791,19161909,25593390,14290,2006,6
BRISBANE,MACKAY,38869,49736,491,77.5,797,39639592,51132332,64156,2006,6
BRISBANE,MELBOURNE,38869,204658,1619,79.5,1381,282632698,355690360,257560,2006,6
BRISBANE,NEWCASTLE,38869,32352,354,69.7,614,19864128,28517844,46446,2006,6
BRISBANE,PERTH,38869,37062,232,77.7,3615,133979130,172327050,47670,2006,6
BRISBANE,PROSERPINE,38869,13968,120,71,895,12501360,17613600,19680,2006,6
BRISBANE,ROCKHAMPTON,38869,47138,725,73.2,518,24417484,33371632,64424,2006,6
BRISBANE,SYDNEY,38869,297578,2239,76.8,753,224076234,291657231,387327,2006,6
BRISBANE,TOWNSVILLE,38869,70731,548,87.5,1112,78652872,89878512,80826,2006,6
BROOME,PERTH,38869,24243,214,78.7,1677,40655511,51631476,30788,2006,6
CAIRNS,MELBOURNE,38869,40720,294,82.9,2311,94103920,113474722,49102,2006,6
CAIRNS,SYDNEY,38869,76170,550,72,1971,150131070,208500264,105784,2006,6
CAIRNS,TOWNSVILLE,38869,11834,468,72.6,284,3360856,4628916,16299,2006,6
CANBERRA,MELBOURNE,38869,75608,943,67.8,470,35535760,52418160,111528,2006,6
CANBERRA,SYDNEY,38869,69490,1410,72,236,16399640,22774236,96501,2006,6
COFFS HARBOUR,SYDNEY,38869,21690,403,69.7,443,9608670,13795020,31140,2006,6
DARWIN,MELBOURNE,38869,12817,94,91.7,3131,40130027,43758856,13976,2006,6
DARWIN,SYDNEY,38869,0,0,0,3155,0,0,0,2006,6
DEVONPORT,MELBOURNE,38869,0,0,0,412,0,0,0,2006,6
DUBBO,SYDNEY,38869,14676,634,73.4,310,4549560,6198450,19995,2006,6
GOLD COAST,SYDNEY,38869,137633,1181,68.4,680,93590440,136828920,201219,2006,6
HERVEY BAY,SYDNEY,38869,11309,94,69.5,973,11003657,15828764,16268,2006,6
HOBART,MELBOURNE,38869,72215,638,72.3,618,44628870,61694940,99830,2006,6
HOBART,SYDNEY,38869,28596,272,65.8,1039,29711244,45138316,43444,2006,6
KALGOORLIE,PERTH,38869,15897,240,58.5,538,8552586,14608314,27153,2006,6
KARRATHA,PERTH,38869,24433,247,73.9,1250,30541250,41316250,33053,2006,6
LAUNCESTON,MELBOURNE,38869,50374,520,67.1,476,23978024,35734748,75073,2006,6
LAUNCESTON,SYDNEY,38869,14028,119,70,914,12821592,18303764,20026,2006,6
MELBOURNE,BURNIE,38869,0,0,0,378,0,0,0,2006,6
MELBOURNE,GOLD COAST,38869,98020,700,80,1330,130366600,162889090,122473,2006,6
MELBOURNE,MILDURA,38869,11830,491,69.3,457,5406310,7800076,17068,2006,6
MELBOURNE,NEWCASTLE,38869,24321,318,70.4,836,20332356,28878784,34544,2006,6
MELBOURNE,PERTH,38869,101629,763,69.2,2706,275008074,397238094,146799,2006,6
MELBOURNE,SYDNEY,38869,509420,3349,80,706,359650520,449453720,636620,2006,6
PERTH,PORT HEDLAND,38869,10727,132,71,1312,14073824,19813824,15102,2006,6
PERTH,SYDNEY,38869,88819,501,71.5,3284,291681596,407843244,124191,2006,6
SUNSHINE COAST,MELBOURNE,38869,31159,237,77.7,1454,45305186,58335934,40121,2006,6
SUNSHINE COAST,SYDNEY,38869,30404,233,74.4,837,25448148,34205679,40867,2006,6
SYDNEY,TOWNSVILLE,38869,13972,113,78.9,1690,23612680,29938350,17715,2006,6
SYDNEY,WAGGA WAGGA,38869,12248,459,66.4,367,4495016,6770049,18447,2006,6
ADELAIDE,ALICE SPRINGS,38899,0,0,0,1316,0,0,0,2006,7
ADELAIDE,BRISBANE,38899,54802,423,78.8,1622,88888844,112764684,69522,2006,7
ADELAIDE,CANBERRA,38899,17035,163,72.8,972,16558020,22746744,23402,2006,7
ADELAIDE,GOLD COAST,38899,17490,141,75.8,1607,28106430,37102416,23088,2006,7
ADELAIDE,MELBOURNE,38899,160050,1321,76.6,643,102912150,134300195,208865,2006,7
ADELAIDE,PERTH,38899,40300,306,82.6,2120,85436000,103458120,48801,2006,7
ADELAIDE,PORT LINCOLN,38899,0,0,0,246,0,0,0,2006,7
ADELAIDE,SYDNEY,38899,124251,1062,75.7,1167,145000917,191501199,164097,2006,7
ALBURY,SYDNEY,38899,13335,463,69.3,452,6027420,8692412,19231,2006,7
ALICE SPRINGS,SYDNEY,38899,0,0,0,2022,0,0,0,2006,7
BALLINA,SYDNEY,38899,24847,361,71.8,612,15206364,21191724,34627,2006,7
BRISBANE,CAIRNS,38899,113010,730,92.1,1391,157196910,170642316,122676,2006,7
BRISBANE,CANBERRA,38899,53723,481,82.4,956,51359188,62300608,65168,2006,7
BRISBANE,DARWIN,38899,35526,180,96.5,2852,101320152,105027752,36826,2006,7
BRISBANE,HAMILTON ISLAND,38899,13551,120,68.8,888,12033288,17486496,19692,2006,7
BRISBANE,HOBART,38899,10816,88,77.9,1791,19371456,24876990,13890,2006,7
BRISBANE,MACKAY,38899,53536,505,80.5,797,42668192,52981372,66476,2006,7
BRISBANE,MELBOURNE,38899,224452,1693,84.5,1381,309968212,366861269,265649,2006,7
BRISBANE,NEWCASTLE,38899,39046,376,77.2,614,23974244,31052436,50574,2006,7
BRISBANE,PERTH,38899,44987,273,81.7,3615,162628005,199067205,55067,2006,7
BRISBANE,PROSERPINE,38899,16958,124,84.3,895,15177410,18005610,20118,2006,7
BRISBANE,ROCKHAMPTON,38899,49912,723,75.5,518,25854416,34246534,66113,2006,7
BRISBANE,SYDNEY,38899,338177,2367,80.4,753,254647281,316719330,420610,2006,7
BRISBANE,TOWNSVILLE,38899,76392,592,86.5,1112,84947904,98162912,88276,2006,7
BROOME,PERTH,38899,27971,218,87.6,1677,46907367,53543256,31928,2006,7
CAIRNS,MELBOURNE,38899,52423,356,87.7,2311,121149553,138114604,59764,2006,7
CAIRNS,SYDNEY,38899,99792,568,91.1,1971,196690032,215830413,109503,2006,7
CAIRNS,TOWNSVILLE,38899,12131,474,75,284,3445204,4594552,16178,2006,7
CANBERRA,MELBOURNE,38899,75866,987,67.5,470,35657020,52804970,112351,2006,7
CANBERRA,SYDNEY,38899,66821,1429,71.1,236,15769756,22191552,94032,2006,7
COFFS HARBOUR,SYDNEY,38899,24321,427,75.7,443,10774203,14230932,32124,2006,7
DARWIN,MELBOURNE,38899,15055,121,95.2,3131,47137205,49491717,15807,2006,7
DARWIN,SYDNEY,38899,0,0,0,3155,0,0,0,2006,7
DEVONPORT,MELBOURNE,38899,0,0,0,412,0,0,0,2006,7
DUBBO,SYDNEY,38899,14540,650,70.7,310,4507400,6374840,20564,2006,7
GOLD COAST,SYDNEY,38899,172089,1237,81.6,680,117020520,143403160,210887,2006,7
HERVEY BAY,SYDNEY,38899,12310,97,73.6,973,11977630,16281209,16733,2006,7
HOBART,MELBOURNE,38899,73177,637,74.3,618,45223386,60832212,98434,2006,7
HOBART,SYDNEY,38899,30406,283,68.2,1039,31591834,46309269,44571,2006,7
KALGOORLIE,PERTH,38899,16887,262,60.1,538,9085206,15123180,28110,2006,7
KARRATHA,PERTH,38899,26933,265,77.2,1250,33666250,43616250,34893,2006,7
LAUNCESTON,MELBOURNE,38899,49759,542,64.7,476,23685284,36632960,76960,2006,7
LAUNCESTON,SYDNEY,38899,13961,125,65.5,914,12760354,19473684,21306,2006,7
MELBOURNE,BURNIE,38899,0,0,0,378,0,0,0,2006,7
MELBOURNE,GOLD COAST,38899,106777,686,89.2,1330,142013410,159216960,119712,2006,7
MELBOURNE,MILDURA,38899,12157,503,69.1,457,5555749,8045485,17605,2006,7
MELBOURNE,NEWCASTLE,38899,27484,330,76.5,836,22976624,30036644,35929,2006,7
MELBOURNE,PERTH,38899,123765,790,81.4,2706,334908090,411528480,152080,2006,7
MELBOURNE,SYDNEY,38899,530304,3494,78.5,706,374394624,477164220,675870,2006,7
PERTH,PORT HEDLAND,38899,12691,147,76.5,1312,16650592,21776576,16598,2006,7
PERTH,SYDNEY,38899,105371,524,78.2,3284,346038364,442778436,134829,2006,7
SUNSHINE COAST,MELBOURNE,38899,37190,246,90.1,1454,54074260,60006580,41270,2006,7
SUNSHINE COAST,SYDNEY,38899,38074,266,81.2,837,31867938,39248604,46892,2006,7
SYDNEY,TOWNSVILLE,38899,16062,118,86,1690,27144780,31575960,18684,2006,7
SYDNEY,WAGGA WAGGA,38899,13090,565,60.1,367,4804030,7993260,21780,2006,7
ADELAIDE,ALICE SPRINGS,38930,0,0,0,1316,0,0,0,2006,8
ADELAIDE,BRISBANE,38930,50134,427,70.7,1622,81317348,115080900,70950,2006,8
ADELAIDE,CANBERRA,38930,17542,166,72.7,972,17050824,23445612,24121,2006,8
ADELAIDE,GOLD COAST,38930,17325,142,72.7,1607,27841275,38280347,23821,2006,8
ADELAIDE,MELBOURNE,38930,159191,1328,75.9,643,102359813,134915546,209822,2006,8
ADELAIDE,PERTH,38930,38741,306,78.2,2120,82130920,105060840,49557,2006,8
ADELAIDE,PORT LINCOLN,38930,0,0,0,246,0,0,0,2006,8
ADELAIDE,SYDNEY,38930,116730,1093,69.2,1167,136223910,196938252,168756,2006,8
ALBURY,SYDNEY,38930,13591,471,69.5,452,6143132,8832984,19542,2006,8
ALICE SPRINGS,SYDNEY,38930,0,0,0,2022,0,0,0,2006,8
BALLINA,SYDNEY,38930,22728,359,66,612,13909536,21084624,34452,2006,8
BRISBANE,CAIRNS,38930,106215,723,86.9,1391,147745065,169992719,122209,2006,8
BRISBANE,CANBERRA,38930,52083,488,79.2,956,49791348,62906712,65802,2006,8
BRISBANE,DARWIN,38930,32616,181,88.6,2852,93020832,104973564,36807,2006,8
BRISBANE,HAMILTON ISLAND,38930,13380,125,65.7,888,11881440,18091224,20373,2006,8
BRISBANE,HOBART,38930,10869,90,78.4,1791,19466379,24844752,13872,2006,8
BRISBANE,MACKAY,38930,51219,510,78.3,797,40821543,52128582,65406,2006,8
BRISBANE,MELBOURNE,38930,214966,1642,84.4,1381,296868046,351656459,254639,2006,8
BRISBANE,NEWCASTLE,38930,36949,379,74.8,614,22686686,30319934,49381,2006,8
BRISBANE,PERTH,38930,43248,275,78.6,3615,156341520,199005750,55050,2006,8
BRISBANE,PROSERPINE,38930,16180,124,80.4,895,14481100,18005610,20118,2006,8
BRISBANE,ROCKHAMPTON,38930,48451,736,73.7,518,25097618,34038816,65712,2006,8
BRISBANE,SYDNEY,38930,314947,2365,77,753,237155091,307997331,409027,2006,8
BRISBANE,TOWNSVILLE,38930,73378,595,83.5,1112,81596336,97721448,87879,2006,8
BROOME,PERTH,38930,27670,233,83.4,1677,46402590,55657953,33189,2006,8
CAIRNS,MELBOURNE,38930,48239,334,87.2,2311,111480329,127865319,55329,2006,8
CAIRNS,SYDNEY,38930,90735,531,87.9,1971,178838685,203511663,103253,2006,8
CAIRNS,TOWNSVILLE,38930,11588,483,71.7,284,3290992,4586884,16151,2006,8
CANBERRA,MELBOURNE,38930,79721,1014,67.8,470,37468870,55230170,117511,2006,8
CANBERRA,SYDNEY,38930,73557,1529,72.1,236,17359452,24076012,102017,2006,8
COFFS HARBOUR,SYDNEY,38930,23928,426,74.6,443,10600104,14209225,32075,2006,8
DARWIN,MELBOURNE,38930,14250,129,86.2,3131,44616750,51730382,16522,2006,8
DARWIN,SYDNEY,38930,0,0,0,3155,0,0,0,2006,8
DEVONPORT,MELBOURNE,38930,0,0,0,412,0,0,0,2006,8
DUBBO,SYDNEY,38930,15619,679,72.8,310,4841890,6646400,21440,2006,8
GOLD COAST,SYDNEY,38930,155854,1178,77.5,680,105980720,136787440,201158,2006,8
HERVEY BAY,SYDNEY,38930,12998,96,78.5,973,12647054,16108988,16556,2006,8
HOBART,MELBOURNE,38930,79635,649,80.1,618,49214430,61455156,99442,2006,8
HOBART,SYDNEY,38930,30182,280,68.6,1039,31359098,45707688,43992,2006,8
KALGOORLIE,PERTH,38930,19238,253,66,538,10350044,15689156,29162,2006,8
KARRATHA,PERTH,38930,25955,243,78.3,1250,32443750,41436250,33149,2006,8
LAUNCESTON,MELBOURNE,38930,54018,610,74.1,476,25712568,34713728,72928,2006,8
LAUNCESTON,SYDNEY,38930,13145,123,61.7,914,12014530,19468200,21300,2006,8
MELBOURNE,BURNIE,38930,0,0,0,378,0,0,0,2006,8
MELBOURNE,GOLD COAST,38930,106115,686,89,1330,141132950,158518710,119187,2006,8
MELBOURNE,MILDURA,38930,13237,518,71,457,6049309,8516195,18635,2006,8
MELBOURNE,NEWCASTLE,38930,27807,341,77,836,23246652,30177928,36098,2006,8
MELBOURNE,PERTH,38930,114894,795,74.6,2706,310903164,416599524,153954,2006,8
MELBOURNE,SYDNEY,38930,536188,3551,79.3,706,378548728,477307538,676073,2006,8
PERTH,PORT HEDLAND,38930,11633,138,74,1312,15262496,20618080,15715,2006,8
PERTH,SYDNEY,38930,96945,521,71.9,3284,318367380,442794856,134834,2006,8
SUNSHINE COAST,MELBOURNE,38930,38326,248,91.3,1454,55726004,61030196,41974,2006,8
SUNSHINE COAST,SYDNEY,38930,35588,238,84.7,837,29787156,35155674,42002,2006,8
SYDNEY,TOWNSVILLE,38930,14393,114,79.7,1690,24324170,30521400,18060,2006,8
SYDNEY,WAGGA WAGGA,38930,13291,582,58.6,367,4877797,8317688,22664,2006,8
ADELAIDE,ALICE SPRINGS,38961,0,0,0,1316,0,0,0,2006,9
ADELAIDE,BRISBANE,38961,53014,408,78.4,1622,85988708,109674774,67617,2006,9
ADELAIDE,CANBERRA,38961,17473,157,77.1,972,16983756,22041072,22676,2006,9
ADELAIDE,GOLD COAST,38961,18117,138,78.5,1607,29114019,37086346,23078,2006,9
ADELAIDE,MELBOURNE,38961,156368,1323,75.4,643,100544624,133279111,207277,2006,9
ADELAIDE,PERTH,38961,42353,309,85.4,2120,89788360,105179560,49613,2006,9
ADELAIDE,PORT LINCOLN,38961,0,0,0,246,0,0,0,2006,9
ADELAIDE,SYDNEY,38961,118298,1045,73.8,1167,138053766,186966237,160211,2006,9
ALBURY,SYDNEY,38961,13887,463,71.7,452,6276924,8752980,19365,2006,9
ALICE SPRINGS,SYDNEY,38961,0,0,0,2022,0,0,0,2006,9
BALLINA,SYDNEY,38961,25260,347,75.9,612,15459120,20363076,33273,2006,9
BRISBANE,CAIRNS,38961,104642,700,88.3,1391,145557022,164890531,118541,2006,9
BRISBANE,CANBERRA,38961,51985,469,81.6,956,49697660,60917276,63721,2006,9
BRISBANE,DARWIN,38961,28124,171,82,2852,80209648,97849268,34309,2006,9
BRISBANE,HAMILTON ISLAND,38961,16339,119,84.7,888,14509032,17137512,19299,2006,9
BRISBANE,HOBART,38961,11474,86,86.2,1791,20549934,23834628,13308,2006,9
BRISBANE,MACKAY,38961,55599,486,87.1,797,44312403,50884465,63845,2006,9
BRISBANE,MELBOURNE,38961,228913,1672,87.7,1381,316128853,360482430,261030,2006,9
BRISBANE,NEWCASTLE,38961,37577,376,76.1,614,23072278,30324846,49389,2006,9
BRISBANE,PERTH,38961,45979,265,85.4,3615,166214085,194693055,53857,2006,9
BRISBANE,PROSERPINE,38961,17940,120,92.8,895,16056300,17302140,19332,2006,9
BRISBANE,ROCKHAMPTON,38961,49406,709,77.6,518,25592308,32986240,63680,2006,9
BRISBANE,SYDNEY,38961,324445,2346,79.3,753,244307085,308194617,409289,2006,9
BRISBANE,TOWNSVILLE,38961,75844,572,89.8,1112,84338528,93938424,84477,2006,9
BROOME,PERTH,38961,24616,222,77.5,1677,41281032,53234688,31744,2006,9
CAIRNS,MELBOURNE,38961,46873,316,89.5,2311,108323503,120976228,52348,2006,9
CAIRNS,SYDNEY,38961,87680,522,86.6,1971,172817280,199488852,101212,2006,9
CAIRNS,TOWNSVILLE,38961,11808,452,76.6,284,3353472,4376156,15409,2006,9
CANBERRA,MELBOURNE,38961,80659,959,73.4,470,37909730,51680260,109958,2006,9
CANBERRA,SYDNEY,38961,71916,1407,72.2,236,16972176,23510320,99620,2006,9
COFFS HARBOUR,SYDNEY,38961,26052,412,80.3,443,11541036,14370034,32438,2006,9
DARWIN,MELBOURNE,38961,11802,118,78.2,3131,36952062,47262445,15095,2006,9
DARWIN,SYDNEY,38961,0,0,0,3155,0,0,0,2006,9
DEVONPORT,MELBOURNE,38961,0,0,0,412,0,0,0,2006,9
DUBBO,SYDNEY,38961,15858,641,74.5,310,4915980,6600830,21293,2006,9
GOLD COAST,SYDNEY,38961,163886,1198,80.2,680,111442480,138966160,204362,2006,9
HERVEY BAY,SYDNEY,38961,13340,92,82.8,973,12979820,15684760,16120,2006,9
HOBART,MELBOURNE,38961,78662,636,81.4,618,48613116,59706834,96613,2006,9
HOBART,SYDNEY,38961,34198,274,79,1039,35531722,44991817,43303,2006,9
KALGOORLIE,PERTH,38961,17730,245,64.2,538,9538740,14860098,27621,2006,9
KARRATHA,PERTH,38961,25482,228,82.5,1250,31852500,38632500,30906,2006,9
LAUNCESTON,MELBOURNE,38961,56373,604,80,476,26833548,33542292,70467,2006,9
LAUNCESTON,SYDNEY,38961,16773,120,80.6,914,15330522,19011200,20800,2006,9
MELBOURNE,BURNIE,38961,0,0,0,378,0,0,0,2006,9
MELBOURNE,GOLD COAST,38961,114913,699,94.3,1330,152834290,162015280,121816,2006,9
MELBOURNE,MILDURA,38961,12213,491,69.4,457,5581341,8047770,17610,2006,9
MELBOURNE,NEWCASTLE,38961,28116,331,80.2,836,23504976,29295948,35043,2006,9
MELBOURNE,PERTH,38961,128133,831,77.3,2706,346727898,448459968,165728,2006,9
MELBOURNE,SYDNEY,38961,551218,3586,80,706,389159908,486429764,688994,2006,9
PERTH,PORT HEDLAND,38961,11927,169,62,1312,15648224,25246816,19243,2006,9
PERTH,SYDNEY,38961,106198,516,82.1,3284,348754232,424851080,129370,2006,9
SUNSHINE COAST,MELBOURNE,38961,37323,240,91.6,1454,54267642,59265040,40760,2006,9
SUNSHINE COAST,SYDNEY,38961,39055,258,85.9,837,32689035,38061738,45474,2006,9
SYDNEY,TOWNSVILLE,38961,15659,113,88.6,1690,26463710,29870750,17675,2006,9
SYDNEY,WAGGA WAGGA,38961,14405,551,66.7,367,5286635,7922062,21586,2006,9
ADELAIDE,ALICE SPRINGS,38991,0,0,0,1316,0,0,0,2006,10
ADELAIDE,BRISBANE,38991,59965,427,85,1622,97263230,114373708,70514,2006,10
ADELAIDE,CANBERRA,38991,17598,165,72.9,972,17105256,23454360,24130,2006,10
ADELAIDE,GOLD COAST,38991,18581,138,80.8,1607,29859667,36967428,23004,2006,10
ADELAIDE,MELBOURNE,38991,166058,1376,77.9,643,106775294,137045162,213134,2006,10
ADELAIDE,PERTH,38991,44731,311,88.4,2120,94829720,107299560,50613,2006,10
ADELAIDE,PORT LINCOLN,38991,0,0,0,246,0,0,0,2006,10
ADELAIDE,SYDNEY,38991,129382,1093,76.3,1167,150988794,197952375,169625,2006,10
ALBURY,SYDNEY,38991,13248,467,68.4,452,5988096,8752076,19363,2006,10
ALICE SPRINGS,SYDNEY,38991,0,0,0,2022,0,0,0,2006,10
BALLINA,SYDNEY,38991,26950,357,80,612,16493400,20626848,33704,2006,10
BRISBANE,CAIRNS,38991,109943,760,86.6,1391,152930713,176530419,126909,2006,10
BRISBANE,CANBERRA,38991,55718,488,84.9,956,53266408,62728896,65616,2006,10
BRISBANE,DARWIN,38991,27283,177,76.3,2852,77811116,101956148,35749,2006,10
BRISBANE,HAMILTON ISLAND,38991,17029,124,84.6,888,15121752,17864784,20118,2006,10
BRISBANE,HOBART,38991,12736,102,81.4,1791,22810176,28018404,15644,2006,10
BRISBANE,MACKAY,38991,56236,503,82.8,797,44820092,54159338,67954,2006,10
BRISBANE,MELBOURNE,38991,237419,1726,87,1381,327875639,377026810,273010,2006,10
BRISBANE,NEWCASTLE,38991,40816,390,79.9,614,25061024,31367418,51087,2006,10
BRISBANE,PERTH,38991,52148,281,88.8,3615,188515020,212341485,58739,2006,10
BRISBANE,PROSERPINE,38991,18578,124,91.7,895,16627310,18134490,20262,2006,10
BRISBANE,ROCKHAMPTON,38991,49566,705,76,518,25675188,33781888,65216,2006,10
BRISBANE,SYDNEY,38991,356640,2540,80.8,753,268549920,332365164,441388,2006,10
BRISBANE,TOWNSVILLE,38991,76563,602,86.1,1112,85138056,98902392,88941,2006,10
BROOME,PERTH,38991,24846,226,77.3,1677,41666742,53913873,32149,2006,10
CAIRNS,MELBOURNE,38991,41309,280,90,2311,95465099,106104943,45913,2006,10
CAIRNS,SYDNEY,38991,90228,522,88.7,1971,177839388,200429019,101689,2006,10
CAIRNS,TOWNSVILLE,38991,11630,467,73.4,284,3302920,4499696,15844,2006,10
CANBERRA,MELBOURNE,38991,84150,979,74,470,39550500,53413620,113646,2006,10
CANBERRA,SYDNEY,38991,72036,1433,69.3,236,17000496,24527952,103932,2006,10
COFFS HARBOUR,SYDNEY,38991,27026,421,80.1,443,11972518,14949478,33746,2006,10
DARWIN,MELBOURNE,38991,10991,118,74,3131,34412821,46501612,14852,2006,10
DARWIN,SYDNEY,38991,0,0,0,3155,0,0,0,2006,10
DEVONPORT,MELBOURNE,38991,0,0,0,412,0,0,0,2006,10
DUBBO,SYDNEY,38991,16220,658,75.8,310,5028200,6634930,21403,2006,10
GOLD COAST,SYDNEY,38991,180840,1249,84.5,680,122971200,145484640,213948,2006,10
HERVEY BAY,SYDNEY,38991,13997,98,81.8,973,13619081,16657760,17120,2006,10
HOBART,MELBOURNE,38991,85501,663,85.1,618,52839618,62086134,100463,2006,10
HOBART,SYDNEY,38991,37376,284,82.8,1039,38833664,46923318,45162,2006,10
KALGOORLIE,PERTH,38991,18135,255,62.7,538,9756630,15560036,28922,2006,10
KARRATHA,PERTH,38991,0,0,0,1250,0,0,0,2006,10
LAUNCESTON,MELBOURNE,38991,58066,617,79.6,476,27639416,34734672,72972,2006,10
LAUNCESTON,SYDNEY,38991,16637,124,77.7,914,15206218,19565998,21407,2006,10
MELBOURNE,BURNIE,38991,0,0,0,378,0,0,0,2006,10
MELBOURNE,GOLD COAST,38991,119516,750,91.3,1330,158956280,174009220,130834,2006,10
MELBOURNE,MILDURA,38991,13418,509,72.3,457,6132026,8480092,18556,2006,10
MELBOURNE,NEWCASTLE,38991,29507,342,81.1,836,24667852,30398632,36362,2006,10
MELBOURNE,PERTH,38991,144829,835,79.5,2706,391907274,492927666,182161,2006,10
MELBOURNE,SYDNEY,38991,562519,3716,80.6,706,397138414,492559962,697677,2006,10
PERTH,PORT HEDLAND,38991,12554,193,57.6,1312,16470848,28584544,21787,2006,10
PERTH,SYDNEY,38991,119854,530,87.1,3284,393600536,451641952,137528,2006,10
SUNSHINE COAST,MELBOURNE,38991,38805,248,92.6,1454,56422470,60928416,41904,2006,10
SUNSHINE COAST,SYDNEY,38991,40297,264,86.5,837,33728589,39010896,46608,2006,10
SYDNEY,TOWNSVILLE,38991,14700,116,79.9,1690,24843000,31079100,18390,2006,10
SYDNEY,WAGGA WAGGA,38991,14675,568,66.2,367,5385725,8138959,22177,2006,10
ADELAIDE,ALICE SPRINGS,39022,0,0,0,1316,0,0,0,2006,11
ADELAIDE,BRISBANE,39022,54797,414,82.2,1622,88880734,108078726,66633,2006,11
ADELAIDE,CANBERRA,39022,18210,160,77.1,972,17700120,22943088,23604,2006,11
ADELAIDE,GOLD COAST,39022,10838,86,80.1,1607,17416666,21742710,13530,2006,11
ADELAIDE,MELBOURNE,39022,156483,1316,75.8,643,100618569,132829011,206577,2006,11
ADELAIDE,PERTH,39022,48817,364,81.3,2120,103492040,127229680,60014,2006,11
ADELAIDE,PORT LINCOLN,39022,0,0,0,246,0,0,0,2006,11
ADELAIDE,SYDNEY,39022,125026,1083,76.7,1167,145905342,190309692,163076,2006,11
ALBURY,SYDNEY,39022,13513,457,72.6,452,6107876,8416692,18621,2006,11
ALICE SPRINGS,SYDNEY,39022,0,0,0,2022,0,0,0,2006,11
BALLINA,SYDNEY,39022,23161,327,82.4,612,14174532,17210052,28121,2006,11
BRISBANE,CAIRNS,39022,101065,738,83.4,1391,140581415,168466792,121112,2006,11
BRISBANE,CANBERRA,39022,48093,471,74.5,956,45976908,61752820,64595,2006,11
BRISBANE,DARWIN,39022,23603,172,68.7,2852,67315756,97960496,34348,2006,11
BRISBANE,HAMILTON ISLAND,39022,14503,121,72,888,12878664,17881656,20137,2006,11
